ds_name,method,text-tab
prod_sent,baseline,0.2064673000235675
prod_sent,all_text,-0.44227809665258966
prod_sent,ensemble_25,-0.5595285470165696
prod_sent,ensemble_50,0.006937755952503011
prod_sent,ensemble_75,0.5734040589215741
prod_sent,stack,-0.4870962522595048
prod_sent,baseline,-0.48683809012274853
prod_sent,all_text,-0.4835567183676175
prod_sent,ensemble_25,-0.33376435064211074
prod_sent,ensemble_50,0.0003358990918631011
prod_sent,ensemble_75,0.3344361488258354
prod_sent,stack,-0.6756447656808842
prod_sent,baseline,0.3057023094897885
prod_sent,all_text,-0.42554867066210145
prod_sent,ensemble_25,-0.6803124997889296
prod_sent,ensemble_50,-0.23566442163870055
prod_sent,ensemble_75,0.20898365651152984
prod_sent,stack,-1.2566176048684805
prod_sent,baseline,-1.0952811497981505
prod_sent,all_text,-0.5382089737709611
prod_sent,ensemble_25,-0.35386272253900364
